,Solar: actuals,Solar: forecasts,Solar: quicklow_diverse1,Solar: quicklow_diverse2,Solar: quicklow_diverse3,Solar: quicklow_diverse4,Solar: quickhigh_diverse1,Solar: quickhigh_diverse2,Solar: quickhigh_diverse3,Solar: quickhigh_diverse4
Probability,1.0,1.0,0.09063317099434151,0.14600788721162122,0.15399227550860933,0.10936666628542788,0.10936666628542792,0.1539922755086093,0.14600788721162125,0.09063317099434151
2013-08-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-09 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-09 06:00:00,0.0,51.51922152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-09 07:00:00,6.300000720000001,135.31261848,56.553179407347045,56.553179407347045,56.553179407347045,56.553179407347045,150.9315993918749,150.9315993918749,150.9315993918749,150.9315993918749
2013-08-09 08:00:00,61.89999972,234.96489744000002,128.96524081469408,128.96524081469408,128.96524081469408,128.96524081469408,317.7220807837498,317.7220807837498,317.7220807837498,317.7220807837498
2013-08-09 09:00:00,432.7000002,364.33135128,231.0914771020411,231.0914771020411,231.0914771020411,231.0914771020411,514.2267370556247,514.2267370556247,514.2267370556247,514.2267370556247
2013-08-09 10:00:00,589.00000068,653.91456936,493.43447762938814,493.43447762938814,493.43447762938814,493.43447762938814,870.9481575674995,870.9481575674995,870.9481575674995,870.9481575674995
2013-08-09 11:00:00,362.59999932,715.94087916,525.1953078195525,559.7456168266923,590.3184166338528,643.2534954602746,827.2062517700416,861.7565607771814,892.3293605843419,945.2644394107638
2013-08-09 12:00:00,183.4999998,650.20036224,429.18931128971667,498.2899293039964,559.4355289183175,665.3056865711611,655.6975192525836,724.7981372668633,785.9437368811843,891.8138945340279
2013-08-09 13:00:00,111.10000044,589.33702464,338.060494079881,441.7114211013005,533.429820522782,692.2350570020476,489.06596605512556,592.7168930765451,684.4352924980266,843.2405289772921
2013-08-09 14:00:00,120.70000019999999,478.18300452,196.64099435004522,334.84223037860465,457.1334296072467,668.8737449129341,272.14373033766753,410.34496636622697,532.636165594869,744.3764809005563
2013-08-09 15:00:00,78.30000048,400.55405831999997,88.74656854020947,261.49811357590875,414.36211261171127,679.0375067438205,88.74656854020947,261.49811357590875,414.36211261171127,679.0375067438205
2013-08-09 16:00:00,59.00000028,278.33510328,29.877804825157114,159.44146360193162,274.0894628787835,472.5960084778654,29.877804825157114,159.44146360193162,274.0894628787835,472.5960084778654
2013-08-09 17:00:00,57.999999720000005,138.54036144000003,0.0,39.809026827954426,116.24102634585569,248.5787234119103,0.0,39.809026827954426,116.24102634585569,248.5787234119103
2013-08-09 18:00:00,4.000000679999999,39.105505920000006,0.0,0.0,0.0,64.92132466595515,0.0,0.0,0.0,64.92132466595515
2013-08-09 19:00:00,0.0,58.406724479999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-09 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
